"eTrust Internet Security Suite",5532,"ETRISS10LG9694TU01E7953","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"CoolGen",5533,"GENT9715M99UX3169","GEN MIDDLEWARE","GEN MIDDLEWARE TUXEDO OPTION","Unassigned","Distributed","Multi Platform","Development","Unified Development Environments","Products - Gen Group"
"Siteminder",5534,"ESBSTM5757SA9901352","Extended Support","Siteminder - Extended Support Basic Siteminder","Security Management","Distributed","Multi Platform","Security","IAM","Identity and Access Management"
"ARCserve Backup",5535,"BABS88444AP5735","Unassigned","Unassigned","Backup Management","Distributed","Unix","Storage","Backup And Archive Software","Storage Recovery Management"
"IDMS",5536,"IDMADS0043188ZTU6534","ADS/ONLINE","ADS/ONLINE","Unassigned","Mainframe","VM","Development","Unified Development Environments","Products - Gen Group"
"Easytrieve",5537,"EZ4902D0TUT5802","EASYTRIEVE UTILITY","EASYTRIEVE UTILITY OPTION","Unassigned","Mainframe","Mainframe","Development","Unified Development Environments","Products - MF Output/Easytrieve"
"2E",5538,"2EP4TD6832990045557","2E 400","2E 400 TOOLKIT DESIGNER MODULE","Unassigned","Distributed","OS/400","Development","Unified Development Environments","Products - Dist & Testing Tools"
"Advantage Data Transformer",5539,"DTDB2X920810906153","ADT/ADTEME FOR","ADT/ADTEME FOR DB2","Unassigned","Distributed","Windows","Data","Data Movement And Replication Software","Business Process Modeling"
"Access Control",5540,"ETRACN99005996J006542","Unassigned","Unassigned","Security Management","Distributed","Distributed","N/A","N/A","Identity and Access Management"
"ARCserve Backup",5541,"BABWBR1150J1605BWU076391","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5542,"BAB1339010WUR6860","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Storage Resource Management (SRM)",5543,"BSRMGR205043ESD1004144","Unassigned","Unassigned","Unassigned","Mainframe","VSE-ESA","N/A","N/A","Storage Resource Management"
"N/A",5544,"ASPM2007E5533NCSDJ6944","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Desktop DNA",5545,"DM2007DRTN3196WVC07113","Unassigned","Unassigned","Change Management","Distributed","Distributed","Network","Change & Configuration Mgt.","Desktop & Server Management / Asset Management"
"netViz",5546,"NTVW25695VS1457","NETVIZ WEBVIEW","NETVIZ WEBVIEW SERVER SFTWRE","Unassigned","Distributed","Windows","Network","Performance Management","Visualization"
"Ingres",5547,"IN2ORT0557374ETR9634","INGRES II","INGRES II OBJECT MGT. RUNTIME","Unassigned","Distributed","Windows","Data","Rdbms And Ordbms","Misc Products"
"AntiVirus",5548,"E69880JTRA4237","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5549,"BABWUR1110242408J28449","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5550,"BABWUR1150E03116084996","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Unicenter NSM, Systems Mgt.",5551,"UNSMON002002480NORT1530","UNICTR NETWK/SYS","UNICTR NETWK/SYS MGT OP-NTMSTR","Availability Management","Mainframe","MVS","Network","Network And Service Management","Network Management"
"Spectrum",5552,"N58105ORTS8918","NORTEL SHASTA","NORTEL SHASTA 5000","Network Management","Distributed","Multi Platform","Network","Network And Service Management","Network Management"
"SSA/Banking",5553,"BKXCMS5552746XARW6383","IP COLLECTION","IP COLLECTION MGMT","Unassigned","Distributed","Unix","N/A","N/A","Banking/SSA"
"ARCserve Backup",5554,"CAX75601SARWR3202","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5555,"BABWBR11118689EMS29676","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Secure Content Manager",5556,"ETRSCMS8009E9732EM8738","Unassigned","Unassigned","Threat Management","Mainframe","IBM MF","N/A","N/A","Threat Management"
"Secure Content Manager",5557,"GMRE1915SMT1299","Unassigned","Unassigned","Threat Management","Distributed","Distributed","N/A","N/A","Threat Management"
"Unicenter for OpenVMS",5558,"NSMS1718WSI9MO7317","UNICTR NSM","UNICTR NSM SYS MONITOR-OPENVMS MNGD RSRC","Unassigned","Distributed","OpenVMS","Network","Event Automation","Products - Dist & Testing Tools"
"Spectrum",5559,"SBGW6207011SI997910","SOUTHBOUND GTWY","SOUTHBOUND GTWY SYSLOG INTGRTN","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"N/A",5560,"CDR0709511107258","Unassigned","UNKNOWN","Unassigned","Distributed","Unix","N/A","N/A","N/A"
"N/A",5561,"ETRAVE7014240O02120","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"ARCserve Backup",5562,"BAB111WO744601JE1711","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eTrust Internet Security Suite",5563,"ISSDM07KS03726GVS1J3766","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Ingres",5564,"ING62220OVSP6993","OPENINGRES","OPENINGRES VISION/PRO","Unassigned","Distributed","Unix","Development","Unified Development Environments","Misc Products/Corporate"
"AntiSpyware",5565,"ETRPPSDK106720UP29OE6169","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"N/A",5566,"BABWU8580ET05P2902727","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Ingres",5567,"INGNE44650AT0571522","OPENINGRES","OPENINGRES NET","Unassigned","Distributed","Windows","Data","Rdbms And Ordbms","Misc Products/Corporate"
"ARCserve Backup",5568,"AROPU0770012492EAJ8231","ARCSERVE 2000","ARCSERVE 2000 WORKGROUP/ADVANCED EDITION BACKUP AGENT FOR MICROSOFT SQL SERVER UPGRADE FROM ANY PREV","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"AntiVirus",5569,"ETRAVE80022050-SE7341","Unassigned","Unassigned","Threat Management","Mainframe","UTS (AMDAHL)","Security","Secure Content Management","Threat Management"
"N/A",5570,"3571-CD-1PC-2925EST3160","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"HIPS",5571,"CAHIPS8003MLDE8478NET99344","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"eHealth",5572,"EHIN6915TET996648","EHEALTH INTEGRATN","EHEALTH INTEGRATN FOR NETCOOL","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"eTrust Intrusion Detection",5573,"ET23113R5241","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Intrusion Detection And Firewall","Threat Management"
"ARCserve Backup",5574,"BABWBR111NJ38253241441","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Datesolver/2000",5575,"DATESO0024156018167","DATESOLVER/2000","DATESOLVER/2000","Unassigned","Mainframe","MVS","Tools","Othr Programmer Dvlpment Tools","Products - Dist & Testing Tools"
"AntiVirus",5576,"ETRAV7PP5WM07782M14867","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"N/A",5577,"3500EM7523R116072","Unassigned","UNKNOWN","Unassigned","Distributed","Other","N/A","N/A","N/A"
"ARCserve Backup",5578,"BABHBR5967OEM31113479","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5579,"BABWB115O9831TREM381800","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"AntiVirus",5580,"ET3644500RA5169","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Alexandria",5581,"SMXLFH5559091VNT001236","ALEXANDRIA LIB","ALEXANDRIA LIB MOD CLS F HP","Unassigned","Distributed","Unix","Storage","Backup And Archive Software","Products - Dist & Testing Tools"
"Vantage",5582,"V7754N2NTQ4541","VANTAGE QUOTA","VANTAGE QUOTA MANAGER","Unassigned","Mainframe","MVS","Storage","SRM","Storage Mainframe"
"ARCserve Backup",5583,"BABWBN371767296605","BrightStor ARCserve","BrightStor ARCserve Backup Version 9 Agent for Lotus Notes for Windows - French","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Ingres",5584,"IN2ENT99000264518SMC79476","Unassigned","Unassigned","Unassigned","Mainframe","MVS","N/A","N/A","Misc Products/Corporate"
"Opera",5585,"SEVS4705MQMC05271","SEVEN/SMART","SEVEN/SMART CONSOLE","Unassigned","Mainframe","MVS","Network","Job Scheduling","Products - MF Misc"
"Unicenter Management for MQSeries",5586,"TNGM3974IPIMQA4782","UNIC TNG","UNIC TNG MQSER AGENT (OS/390)","Unassigned","Mainframe","MVS","Network","Performance Management","Application Management"
"N/A",5587,"MI268800PIMS1538","ADDL MIPS","ADDL MIPS DAIM PRODUCTS","Unassigned","Distributed","Multi Platform","N/A","N/A","N/A"
"Service Desk",5588,"USDKTX9904129990007736","Unassigned","Service Desk - Unassigned","Issue Management","Mainframe","VSE","N/A","N/A","Service Support"
"ACM/Mlink",5589,"TASYDT96974A05901090","TARGET SYSTEM","TARGET SYSTEM DT","Unassigned","Distributed","Linux","Storage","Other Storage Software","Products - MF Misc"
"EUREKA Analyst",5590,"EXANLA29230590557507","EUREKA:ANALYST","EUREKA:ANALYST ADMINISTRATOR","Unassigned","Distributed","Windows","Access","End-User Query, Reporting And Analysis Tools","Products - Dist & Testing Tools"
"Unicenter Management for Microsoft Exchange",5591,"CAMEBM06805PC5909898","MGT","MGT BDL MSFT EXCHGE (MLBX)","Unassigned","Distributed","Windows","Systems","Other System Software","Application Management"
"AntiSpyware",5592,"GMRETRPP9319BWBRCE7147","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5593,"BAB55481WBR14350","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5594,"BABWCU1100E119057R2050","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"BrightStor SAN Manager",5595,"SANMGR5406998794","BRIGHTSTOR SAN","BRIGHTSTOR SAN MANAGER","Unassigned","Distributed","Multi Platform","Storage","SRM","Storage Resource Management"
"N/A",5596,"L001096372D3283","Unassigned","UNKNOWN","Unassigned","Mainframe","VSE","N/A","N/A","N/A"
"LDM",5597,"LD99670M9417","LEGACY DATA","LEGACY DATA CONV FOR XBASE","Unassigned","Mainframe","MVS","Storage","Other Storage Software","Products - MF Misc"
"Autosys",5598,"ATASTA044002928S03684","AUTOSYS/TEAM","AUTOSYS/TEAM AGT-OS4","Automation","Distributed","Unix","Network","Job Scheduling","Workload Automation"
"VISION:Results",5599,"VSNRVS18355U15003046","VISION:RESULTS","VISION:RESULTS W/VISION:SIXTY","Unassigned","Mainframe","MVS","Development","Unified Development Environ","Products - MF Misc"
"Total Protection",5600,"CABPROER53833PU1504104","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Systems","Other System Software","Small and Medium Business"
"Spectrum",5601,"SP51280E6165","SPEC BRANCH","SPEC BRANCH MGR 250 SHADOW LIC","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"Spectrum",5602,"NWFMLB990228531452","SPECTRUM INTEGRITY","SPECTRUM INTEGRITY LAB COPY","Network Management","Distributed","Windows","Network","Performance Management","Network Management"
"Unicenter NSM, Systems Mgt.",5603,"UNSM..9900033238ABWB19778","Unassigned","Unassigned","Availability Management","Mainframe","VSE-OR-MVS","Network","Event Automation","Systems Management"
"ARCserve Backup",5604,"BA98595BWBR8152","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5605,"BABWBR1153754A18025","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5606,"BA9825SBB1312","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"PDSMAN",5607,"PDS5844BR11BS9714","PDSMAN (C)","PDSMAN (C) SPACE MGT & FSTCOPY","Unassigned","Mainframe","MVS","Storage","SRM","Products - MF Misc"
"ARCserve Backup",5608,"BABWB712900R1104123","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"VM Jobwatch",5609,"JOBWAT02472PU044976","JOBWATCH","JOBWATCH","Unassigned","Mainframe","VM","Network","Job Scheduling","Products - MF Misc"
"AntiVirus",5610,"ETRAVE7010BP665306EUE8375","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"eTrust Internet Security Suite",5611,"ETRISS2D02015TA6EG9879","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Tape Management",5612,"T5720V7SBAP3196","TAPEMANAGER","TAPEMANAGER","Unassigned","Mainframe","VSE","Storage","SRM","Products - MF Misc"
"AntiVirus",5613,"ETREZAV285807SBB1127","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Ingres",5614,"IN2C2X9902313028113","INGRES II","INGRES II EMBEDDED COBOL MF","Unassigned","Distributed","OS/400","Data","Rdbms And Ordbms","Misc Products"
"VISION:Results",5615,"VSNREA007788024227","VISION:RESULTS -","VISION:RESULTS - AUDITOR COPY","Unassigned","Mainframe","MVS","Development","Unified Development Environ","Products - MF Misc"
"Customer Experience Manager",5616,"CEMSC19909518SM9579","CEM","CEM Solution Concurrent Sessions","Systems Management","Distributed","Multi Platform","Network","Performance Management","Application Management"
"Distributed Database Tools",5617,"UWS4477TMD5631","Unassigned","Unassigned","Data Management","Mainframe","BS2000","Data","Db Tools","DB Management"
"Seven",5618,"SEVRPT7542906326","7","7 REPORTS+","Automation","Mainframe","MVS","Network","Job Scheduling","Job Management"
"N/A",5619,"BABLBC095624J07826","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"AntiSpyware",5620,"ETRPPCE50210EOJ7449T1939","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"AntiSpyware",5621,"ETRPP50HET2868WCU1D9553","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5622,"BABW72635CU114692","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5623,"GMRBABNBRE0051796B5185","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eTrust Internet Security Suite",5624,"ETRISS2OEM01B3965100P2369","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Unicenter Management for Web Servers",5625,"CAMEB.05900196059002016","Unassigned","Unassigned","Unassigned","Mainframe","VSE","Network","Performance Management","Application Management"
"N/A",5626,"ETRACN995221009375","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Total Protection",5627,"CADTPRERFR1002581R17758","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Systems","Other System Software","Small and Medium Business"
"ARCserve Backup",5628,"BABWUR7128BR1118427","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5629,"BABWB9521BWURR119490","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5630,"BAB5617DLWUR17124","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"eTrust Intrusion Detection",5631,"GMRETRID52952LG1885","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Threat Management","Threat Management"
"eTrust Internet Security Suite",5632,"ETRISS26428BS8785","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5633,"BABWB9521ORTIN2450","BrightStor ARCserve","BrightStor ARCserve Backup Version 9 Agent for Open Files on NetWare - French","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Corporate Tie",5634,"CO32925RTIA9260","CORPORATE TIE","CORPORATE TIE AUDIT ONLY","Unassigned","Mainframe","VSE","Storage","Other Storage Software","Products - MF Misc"
"Integrated Threat Management",5635,"ETRITM812590540B8351","Unassigned","Unassigned","Threat Management","Distributed","Distributed","N/A","N/A","Threat Management"
"Plex",5636,"KPPWEL059009936OP4312","COOL:PLEX WEBSYD","COOL:PLEX WEBSYD ENT WAP LIBRY","Unassigned","Distributed","Windows","Development","Unified Development Environments","Products - Dist & Testing Tools"
"Automate",5637,"AUTO6312URPI9015","AUTOMATE OPEN","AUTOMATE OPEN INTERFACE","Unassigned","Mainframe","MVS","Network","Event Automation","Products - MF Misc"
"eTrust Internet Security Suite",5638,"ISS2007LEU3977B10ER05603","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5639,"GMRBABWB9994-AC10E08198","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Services",5640,"PS-2337XNSBAC4427","Associate","Associate Consultant","Unassigned","Distributed",\N,"N/A","N/A","Services"
"Alexandria",5641,"ALX77905BPNSB92251","ALEXANDRIA B","ALEXANDRIA B NETWORK SVR LIC","Unassigned","Distributed","Other","Storage","Backup And Archive Software","Products - Dist & Testing Tools"
"AntiVirus",5642,"ETRAV800561940BPU1561","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"IP Serv Mgmt",5643,"FRMRMS990513302596","FRAME RELAY","FRAME RELAY MGT FOR SPECTRUM","Unassigned","Distributed","Multi Platform","Network","Network And Service Management","Network Management"
"Service Desk",5644,"CRMCSU059005110A06076","INTEL CRM","Service Desk - INTEL CRM CUSTOMER SRV USER","Issue Management","Distributed","Windows","Network","Problem Management","Service Support"
"Unicenter TNG",5645,"TNGMTA6280ABUS055378","UNICTR TNG","UNICTR TNG AGT-MICRSFT TRNSACT","Unassigned","Distributed","Windows","Network","Event Automation","Systems Management"
"Total Protection",5646,"CA1434UUBUSS8587","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Systems","Other System Software","Small and Medium Business"
"Unicenter Enterprise Job Management",5647,"UEJMU6239E700U95444","ENTERPRISE JOB","ENTERPRISE JOB MANAGER UNLTD USERS","Unassigned","Distributed","Multi Platform","Network","Job Scheduling","Job Management"
"AntiVirus",5648,"ETRAVE7078A70012341","eTrust Antivirus","eTrust Antivirus v7 - 1-99 Users - Upgrade from any previous version of eTrust InoculateIT - Include","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5649,"ARCGWA3998G02727","ARCSERVE GROUPWISE","ARCSERVE GROUPWISE AGENT","Backup Management","Distributed","Netware","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5650,"G9366WEBM5330","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"2E",5651,"2EPW1180PEB07743","2E WEB","2E WEB OPTION","Unassigned","Distributed","OS/400","Development","Unified Development Environ","Products - Dist & Testing Tools"
"Training",5652,"EDUAMTNIKPP5771DYNA3788","EDU VOLUME","EDU VOLUME - NIKU PREPAY","Unassigned","Distributed","Multi Platform","N/A","N/A","Training"
"Dynam",5653,"D14311YNAM3520","DYNAM","DYNAM T","Unassigned","Mainframe","VM","Storage","SRM","Products - MF Misc"
"ARCserve Backup",5654,"BABWUR136330714706","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5655,"BABWBR115HJ04779TRA77944","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"AntiVirus",5656,"ET4995WBRAV3032","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5657,"BABW6493IN9BR5778","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Erwin Modeling",5658,"ERWI560199N993876","ALLFUSION ERWIN","ALLFUSION ERWIN 2 DAY ADVANCED CLASS IN A LEARNING CENTER 1 STUDENT (ER120) TO SCHEDULE THIS CLAS","Data Management","Distributed","Distributed","Development","Analysis Modeling And Design Tools","DB Management"
"CleverPath Portal",5659,"CVPPOR9604701905374","CLEVERPATH PORTAL","CLEVERPATH PORTAL KOREAN","Unassigned","Distributed","Multi Platform","Access","Enterprise Information Portals","Business Process Modeling - CTO"
"Ingres",5660,"INGRES016965165329","OPENINGRES","OPENINGRES RDBMS","Unassigned","Distributed","Unix","Data","Rdbms And Ordbms","Misc Products/Corporate"
"BrightStor Enterprise Backup",5661,"EBUBAS56864a63260","ENTERPRISE","ENTERPRISE BACKUP","Unassigned","Distributed","Linux","Storage","Backup And Archive Software","Storage Recovery Management"
"N/A",5662,"a9880S53554","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"AntiSpyware",5663,"ETRPPAS4050A501226","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Panvalet",5664,"PA1981MC00N2816","PANAPT","PANAPT BASE","Unassigned","Mainframe","MVS","Network","Event Automation","Products - MF Misc"
"Repository",5665,"REPBM3642SC0021631","REPOSITORY MF","REPOSITORY MF EXCHG BMC","Unassigned","Mainframe","Mainframe","Tools","Other Programmer Development Tools And Utilities","Products - MF Misc"
"Solve EPS",5666,"S8291TXO7425","SOLVE EPS-SPOOL","SOLVE EPS-SPOOL CONVERSN","Unassigned","Mainframe","MVS","Network","Output Management","Products - MF Misc"
"TPX",5667,"ST9057PXF9161","STX FILE","STX FILE TRANSFER OPTION","Unassigned","Mainframe","MVS","Network","Network And Service Management","Products - MF Misc"
"Unicenter NSM, Systems Mgt.",5668,"UP2602NT1304","Unassigned","Unassigned","Availability Management","Mainframe","VSE-OR-MVS","N/A","N/A","Systems Management"
"N/A",5669,"3575HN2419GMR7410","Unassigned","UNKNOWN","Unassigned","Distributed","Distributed","N/A","N/A","N/A"
"Secure Content Manager",5670,"G7457ZXMRE1938","Unassigned","Unassigned","Threat Management","Distributed","Distributed","N/A","N/A","Threat Management"
"Autosys",5671,"ATSTZ3416SXX95824","AUTOSYS ZEKE","AUTOSYS ZEKE TEAM AGT","Automation","Distributed","Windows","Network","Job Scheduling","Job Management"
"OPS/MVS",5672,"NSMSS6600UX09312","UNICENTER TNG","UNICENTER TNG MVS EVENT MGR OP","Virtual Systems Management","Distributed","Windows","Network","Performance Management","Systems Management"
"BrightStor HighAvailability Manager",5673,"BHAWU8567UNP8816","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Storage","Storage Replication Software","Storage Recovery Management"
"Patch Management",5674,"U24030NU9963","Unassigned","Unassigned","Change Management","Distributed","Distributed","Network","Change And Configuration Management","Desktop & Server Management / Asset Management"
"Clarity",5675,"NCSCCO9902304M8089","CLARITY","Clarity PPM - CLARITY SCHEDLE CON-ORC","Project Management","Distributed","Multi Platform","Enterprise","Project Management","Project Portfolio Management"
"CCM",5676,"TNGCCM6502NTCP97750","UNICENTER TNG","UNICENTER TNG CCM","Unassigned","Distributed","Multi Platform","Life-Cycle","Software Configuration Management","Products - Dist & Testing Tools"
"CoolGen",5677,"KGN7480990TCPD7764","Unassigned","Unassigned","Unassigned","Mainframe","Mainframe","Development","Unified Development Environments","Products - Gen Group"
"Distributed Database Tools",5678,"MGTLAS91912119004721","Unassigned","Unassigned","Data Management","Mainframe","VM","Data","Database Tools And Utilities","DB Management"
"ARCserve Backup",5679,"BAB14316SA114830","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"ARCserve Backup",5680,"BSSDAS9900115S33600A3283","Unassigned","Unassigned","Backup Management","Distributed","Unix","Storage","Backup And Archive Software","Storage Recovery Management"
"Harvest",5681,"CCCHOP05901822P5009971","Unassigned","Unassigned","Change Management","Distributed","Distributed","N/A","N/A","Enterprise Change Management"
"AntiSpyware",5682,"ETRPP2570T5022379","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"Integrated Threat Management",5683,"ETRIT426900M2393","Unassigned","Unassigned","Threat Management","Distributed","Unix","N/A","N/A","Threat Management"
"SSA",5684,"HAPTR307687S1013282","HRS APL","HRS APL TRACKING 2500 - 9999","Unassigned","Mainframe","VSE","N/A","N/A","SSA"
"eTrust Internet Security Suite",5685,"ETRISS7804RDS106613","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"ARCserve Backup",5686,"BABPR115DR4742DATDSP6816","Unassigned","Unassigned","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"Datacom",5687,"D3673800ATS6862","DATACOM DATABASE","DATACOM DATABASE SERVER OPTION","Unassigned","Mainframe","MVS","Data","Pre And Post-Relational DBMS","Products - Datacom"
"Integrated Threat Management",5688,"CAITM8456700093570","Unassigned","Unassigned","Threat Management","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"VISION:Builder",5689,"VSNBLG05517203736","VISION:BUILDER/INTERFACE-GDBI","VISION:BUILDER/INTERFACE-GDBI","Unassigned","Mainframe","VSE","Development","Unified Development Environ","Products - MF Misc"
"Corporate/Misc Products",5690,"MERGIT002686614567","MERGE_IT","MERGE_IT","Unassigned","Mainframe","MVS","N/A","N/A","Misc Products"
"Desktop DNA",5691,"DSKDNA18777914470","Unassigned","Unassigned","Change Management","Distributed","Distributed","Network","Change And Configuration Management","Desktop & Server Management / Asset Management"
"ARCserve Backup",5692,"ARCTLO9948950108969","ARCSERVE TAPE","ARCSERVE TAPE LIBRARY OPTION","Backup Management","Distributed","Windows","Storage","Backup And Archive Software","Storage Recovery Management"
"AntiVirus",5693,"ETREZAV62BB01929010018722","Unassigned","Unassigned","Unassigned","Distributed","Distributed","Security","Secure Content Management","Threat Management"
"N/A",5694,"BPORTL20100413501006671","Unassigned","UNKNOWN","Unassigned","Mainframe","VSE","N/A","N/A","N/A"
"ARCserve Backup",5695,"ARU6102700328304N9912","BrightStor ARCserve","BrightStor ARCserve 2000 Advanced Edition French upgrade from ARCserve 6.5 Single Server for Windows","Backup Management","Distributed","Distributed","Storage","Backup And Archive Software","Storage Recovery Management"
"IDMS",5696,"IDMBAS006075.99049961","IDMS/CORE","IDMS/CORE (DB+IDD+CV)","Unassigned","Mainframe","VM","Data","Pre And Post-Relational DBMS","Products - Gen Group"
"Patch Management",5697,"USDL..8812HFXL99005185","Unassigned","Unassigned","Change Management","Distributed","Unix","N/A","N/A","Desktop & Server Management / Asset Management"
"eHealth",5698,"LVH6363UFXL91767","LIVE HEALTH","LIVE HEALTH FAULT MANAGR XLG","Network Management","Distributed","Multi Platform","Network","Performance Management","Network Management"
"CleverPath Forest & Trees",5699,"FORU2214CD7496","FOREST &","FOREST & TREES - USR EDTN CORP","Unassigned","Distributed","Windows","Access","End-User Query, Reporting And Analysis Tools","Business Process Modeling - CTO"
